Name,City,State,Type,Star_Rating,Rating,latitude,longitude,address
Bijus Tourist Home,Kochi,Kerala,Hotel,2.0,3.5,9.975074,76.280833,"Canon Shed Road Junction, Near Boat Jetty"
Sealine Beach Resort,Kochi,Kerala,Resort,2.0,4.0,10.068924417668384,76.20872497558594,"Vypin Island, Beach Road, Cherai"
The Oberoi Grand,Kolkata,WestBengal,Hotel,5.0,4.5,22.561763,88.35154,"15, Jawaharlal Nehru Road"
Nanda Inn,Kochi,Kerala,Hotel,2.0,2.0,9.979162,76.2814,"40/7510 C, Minn Shenoy Center, Behind Padma Theatre, Near T.D Temple, T.D Road, Ernakulam"
Sonav Guest House,Katra,JammuandKashmir,Guest House,2.0,0.0,32.989679422606315,74.9261848927199,"Jammu Road, Near Amar Cinema"
Citrus Hotel Kolhapur,Kolhapur,Maharashtra,Hotel,4.0,0.0,16.704987,74.243253,"204 E, New Shahpuri"
West Wind Homez,Kochi,Kerala,Hotel,2.0,4.5,9.8963566,76.2823409,"Edakkattu House, Kumbalangi North"
Nature's Valley Resort,Kausani,Uttaranchal,Resort,3.0,4.5,29.862546,79.600772,"View Point, Baijnath Road, Kausani, Distt. Bageshwar"
Spring Valley Residency,Kodaikanal,TamilNadu,Hotel,2.0,3.5,10.243749,77.499666,"02, Kodai Clouds N Garden, Mappillai Mudaliar Street,"
Vista Rooms at Shahu Market,Kolhapur,Maharashtra,Hotel,3.0,0.0,16.720794,74.2785,"R.S.No. 4/26,E-Ward,Opp Shahu Market Yard,Jadhavwadi"
OYO Premium JOS Junction,Kochi,Kerala,Hotel,3.0,0.0,9.968681,76.286294,"Jos Junction, Beside Bhima Gold MG Road"
OYO Rooms Near Western Temple Road Khajuraho,Khajuraho,MadhyaPradesh,Hotel,3.0,0.0,24.838179,79.919971,"Airport Road, Temple Road"
Vasco Homestay,Kochi,Kerala,Homestay,3.0,4.0,9.966024,76.241472,"1/344, Rose Street, Fort Kochi"
Shining Star Resort,Khajjiar,HimachalPradesh,Resort,3.0,3.5,32.547184,76.063632,Khajjiar
JC Woodville Manor,Kodaikanal,TamilNadu,Hotel,2.0,2.5,10.235409,77.492624,"Opposite Bus Stand, Woodville Road,"
Prayag Emerald,Kaziranga,Assam,Hotel,3.0,3.0,26.576131,93.169338,"Bogori Juri tinali, Kohra , Dist- Golaghat Kaziranga National Park"
Nichoos Inn,Kochi,Kerala,Hotel,1.0,4.0,9.9635413,76.2436862,"1/1052, Kunnumpuram Road, Near Njaliparambu Junction, Fort Kochi"
OYO Elite Salt Lake City Center 1,Kolkata,WestBengal,Hotel,2.0,0.0,22.589477,88.411312,"Block No.DD, Plot No.8, Sector 1 Salt Lake"
Fragrant Nature,Kochi,Kerala,Hotel,5.0,0.0,9.967614,76.252292,"Calvathy Bazar Road, Near SBI Calvathy, fort kochi"
Club Mahindra Cherai Beach,Kochi,Kerala,Hotel,3.0,4.0,10.137303,76.180462,"MLA Road, Cherai"
The Heritage Resort Kasauni,Kausani,Uttaranchal,Resort,3.0,4.5,29.854868,79.603339,"TEA GARDEN BAIJNATH ROAD, bageshwar"
Thapovan,Kodaikanal,TamilNadu,Hotel,2.0,0.0,10.242959,77.493891,"Green Valley Cafe, Valaigiri, Kodaikanal Ghat Road"
Niya Nest Homestay,Kochi,Kerala,Homestay,3.0,4.5,9.964592,76.243786,"Niyanest 950A, Kottavalappu, Kunnumpuram, Fort Kochi, Near Santa Cruz Basilica Church"
Hotel Basera,Katra,JammuandKashmir,Hotel,3.0,3.5,32.988069,74.92414,Jammu Road
Hotel Gurupriya,Kodaikanal,TamilNadu,Hotel,3.0,3.5,10.243395,77.498776,"Near Zion School, Laws Ghat Road"
De Huts,Kodaikanal,TamilNadu,Hotel,2.0,4.5,10.243385,77.482821,"Near Bearshola mosque,Beashola road"
OYO Rooms Bird's Nest Rifle Range Road,Kodaikanal,TamilNadu,Hotel,3.0,4.5,10.247289,77.48558,"Pine Borough Inn, 1/154 Rifle Range Road"
Hotel Crystal Park,Kishangarh,Rajasthan,Hotel,3.0,0.0,26.587817,74.864719,"Link Road, Madanganj Kishangarh,"
OYO Rooms Near Airport Gate No 2,Kolkata,WestBengal,Hotel,3.0,0.0,22.646208,88.433011,"Plot No. 32, Jessore Road, Near Airport Gate No 2 Dum Dum"
Hotel Srinivas,Kochi,Kerala,Hotel,2.0,3.5,10.014676,76.303356,"Srinivas Enclave, MG Road"
Basera,Kolkata,WestBengal,Hotel,2.0,3.5,22.515107,88.365418,"128C, Meghnad Saha Sarani,"
OYO Premium Convent Road Near Lake,Kodaikanal,TamilNadu,Hotel,3.0,4.5,10.24486,77.486741,"Altius Nest, 3/59/1 Convent Road"
Beith Hotel - 20 km from COK Airport,Kochi,Kerala,Hotel,2.0,3.5,10.05853,76.346176,"Opp. Cochin University Arch, South Kalamassery"
Hotel Aston,Kolkata,WestBengal,Hotel,2.0,3.0,22.533334,88.352858,"3, Aston Road"
Shivalik Valley Resort,Kedarnath,Uttaranchal,Resort,3.0,4.0,30.62409,78.998568,"Sitapur NH-58 PO Rampur, District Rudraprayag"
Hotel Beckbagan,Kolkata,WestBengal,Hotel,2.0,3.0,22.538448,88.360212,"1/1, Ahiripukur 1st lane, Near Beckbagan Xing, Opp Driving School,"
Hotel Chaitali,Kolhapur,Maharashtra,Hotel,2.0,4.0,16.708034,74.253676,"257, Kadamwadi Road,In front of RajGourav Mangal Karyalaya"
Atithi Inn,Kolkata,WestBengal,Hotel,2.0,3.5,22.61835085629732,88.43157550334581,"Kazi Nazrul Islam sarani, V.I.P Road, Raghunathpur"
Hotel Apple Pie - Sangla,Kinnaur,HimachalPradesh,Hotel,3.0,4.5,31.425495,78.265,"Raksham Village, Sangla, District Kinnaur"
Hotel Vishwa,Kolhapur,Maharashtra,Hotel,1.0,4.0,16.701575328950035,74.23454940319061,"563 E Ward, Shahupuri 1st Lane, Near Post Office, Kolhapur"
Hotel Valley View Inn,Kodaikanal,TamilNadu,Hotel,2.0,3.0,10.232605,77.490536,"No. 8/59, Post Office Road"
Hotel IMA House,Kochi,Kerala,Hotel,3.0,3.5,9.988824,76.300919,"Behind Jawaharlal Nehru International Stadium, Palarivattom PO"
OYO Elite Salt Lake Sector 5,Kolkata,WestBengal,Hotel,3.0,0.0,22.576711,88.433657,"DN-26, Sector V, Salt Lake, DN Block, Sector V, Salt Lake City"
Aarem Valley Castle,Kodaikanal,TamilNadu,Hotel,3.0,4.0,10.239626,77.486797,"No4/64-4.Queens Land,Convent Road"
Hotel Om Hari Residency,Katra,JammuandKashmir,Hotel,2.0,0.0,32.986352,74.935619,Railway Road
Silverweed Homestay,Kochi,Kerala,Homestay,3.0,4.5,9.956273,76.240705,"11/88, Near ESI Junction, Fort Cochin"
La Flora Highland Paradise Kodaikanal,Kodaikanal,TamilNadu,Hotel,3.0,3.0,10.253982,77.497398,"Highland Parade, Kurinji Andavar Koil Side Road"
OYO Premium Airport Kolkata,Kolkata,WestBengal,Hotel,3.0,0.0,22.631142,88.433743,"641, Ramkrishna Pally, VIP Road, Kaikhali"
The Taj Gateway Hotel Marine Drive Ernakulam,Kochi,Kerala,Hotel,5.0,4.5,9.976607,76.277207,Marine Drive Ernakulam
Hotel Holiday,Katra,JammuandKashmir,Hotel,2.0,2.0,32.99177526743033,74.93045175078805,"Near Bus Stand, Jammu Road, Katra 18230, India"
The Centre Point,Kochi,Kerala,Hotel,3.0,4.0,9.966647,76.286999,"Opp. Air India Building, MG Road"
Old Lighthouse Bristow,Kochi,Kerala,Hotel,4.0,4.0,9.9630282,76.2374675,"Beach Road, Next to INS Dronacharya, Fort Kochi"
OYO Rooms Medical Hub Ruby Hospital,Kolkata,WestBengal,Hotel,3.0,0.0,22.521558,88.397683,"D-37, Sharoda Pali"
OYO Premium Cochin Airport Extension,Kochi,Kerala,Hotel,3.0,0.0,10.183118,76.379957,"Near Angamaly Railway Station, NH-47, Angamaly"
Hotel Tirupati International,Kolkata,WestBengal,Hotel,2.0,0.0,22.6460297,88.4330645,"32 Jessore Road, Rajbari Colony, Airport Gate No 2,"
OYO Rooms National Highway 6 Near Alampur Crossing,Kolkata,WestBengal,Hotel,3.0,0.0,22.584507,88.21494,"Alampur More, Oppsite 61 Bus Stand NH 6, New Kolorah"
Transit Inn Guest House,Kolkata,WestBengal,Guest House,2.0,0.0,22.62120858638956,88.41389949202494,"82/A, Jessore Road, 2nd Floor, OBC Building"
Hotel Hill View,Kochi,Kerala,Hotel,3.0,3.0,10.015107,76.334918,"Civil Lane Road, Padamugal, Kakkanad"
Middleton Inn,Kolkata,WestBengal,Hotel,3.0,0.0,22.5494553,88.3505679,"10, Middleton Street"
Edassery Mookkannoor Village Retreat,Kochi,Kerala,Hotel,3.0,5.0,10.21809,76.41111,"Door No: I / 177 A, Mookkannoor P.O, Ernakulam"
OYO Premium Vyttila Junction,Kochi,Kerala,Hotel,3.0,0.0,9.963545,76.319033,NH 47 Bypass Vyttila Kochi
Treebo Globe International,Kolkata,WestBengal,Hotel,2.0,4.5,22.5236856,88.34392,"204, Harish Mukherjee Road"
Maxx Cochin Heritage,Kochi,Kerala,Hotel,3.0,3.0,9.971719,76.328039,"Kaniyampuzha Toll, Eroor, Ernakulam Kerala 682306 India"
Vista Rooms At Chandan Menon Road,Kolhapur,Maharashtra,Hotel,3.0,0.0,16.701611,74.25503," 2100/K/165 - E,OLD PUNE-BANGALORE RD.,"
Mermaid Hotel,Kochi,Kerala,Hotel,3.0,3.0,9.9714851,76.3244708,"Mermaid Complex, Kaniyampuzha Road, Vyttila"
OYO Rooms Theatre Road,Kolkata,WestBengal,Hotel,3.0,0.0,22.545215,88.351601,"Plot No. 16B, Shakespeare Sarani, Opposite Astor Hotel B. K Market, Second Floor"
Hilltop Towers,Kodaikanal,TamilNadu,Hotel,3.0,4.0,10.235946,77.490699,"150 Club Road,"
Kodai Plaza,Kodaikanal,TamilNadu,Hotel,2.0,4.5,10.2336742,77.4941254,10/91 A St. Antoniyar Kovil Street.
Hotel Victerrace International,Kolkata,WestBengal,Hotel,2.0,3.0,22.537905,88.345385,"81, Sambhu Nath Pandit Street, Crossing of Elgin Road & Chowringhee"
"Swagatam Inn, Jessore Road",Kolkata,WestBengal,Hotel,2.0,2.5,22.648395,88.435228,"10/1 Jessore Road, Near Dum Dum Airport, 2 No Gate"
Hotel Castle Rock,Kochi,Kerala,Hotel,3.0,3.5,9.965665,76.293796,"Near South Over Bridge, Manorama Junction"
Transit Inn,Kolkata,WestBengal,Hotel,2.0,0.0,22.621904,88.414023,"75, Jessore Road, 3rd & 4th Floor, Near Kamardanga Police Station"
The Renai Cochin,Kochi,Kerala,Hotel,4.0,3.5,10.0052628,76.3059233,"PB No. 2310, Palarivattom PO"
OYO Rooms Ballygunge Lansdowne,Kolkata,WestBengal,Hotel,3.0,0.0,22.524754,88.354749,37 Hazra Road Kolkata
Hotel Blue Bayou,Kohima,Nagaland,Hotel,2.0,4.0,25.667056419302465,94.1038473509252,"Opposite Second World War Cemetery, Midland, NH 29"
Hotel Maratha Regency,Kolhapur,Maharashtra,Hotel,3.0,3.5,16.70594,74.243518,"205, A/E, Tarabai Garden Rd., New Shahupuri, Kolhapur -"
Fort Beach Service Apartment,Kochi,Kerala,Hotel,2.0,4.5,9.968008,76.245397,"1/506R, 3rd Floor,Cyril's Estuary, Opp. Brunton Boatyard Hotel, Bellar Road, Fort Kochi,"
Costa Gama Homestay,Kochi,Kerala,Homestay,3.0,4.5,9.9590487,76.2440681,"10/1534, Thamaraparambu Road, Near LG Pai Library, Fort Cochin"
Neeranand Regency-Pure Vegetarian,Kolkata,WestBengal,Hotel,2.0,4.0,22.53157,88.348952,"1, Ashu Biswas Road Near Bank of Baroda Bank"
Snooze Inn,Kodaikanal,TamilNadu,Hotel,2.0,3.5,10.236266,77.494135,"Anna Salai, Bazaar Rd, Kodaikanal"
Paray Residency,Kochi,Kerala,Hotel,3.0,3.5,9.98375,76.5783,"TB Junction, Moovattupuzha, Ernakulam"
Jeetu inn,Kausani,Uttaranchal,Hotel,2.0,3.5,29.845008,79.599651,"Near Anashakti Asharam, View Point Kausnai, Dist: Bageshwar,"
Hotel Sumit,Kausani,Uttaranchal,Hotel,2.0,3.5,29.845441,79.60166,Himalayan View point
Hotel Jhankar-MPTDC,Khajuraho,MadhyaPradesh,Hotel,3.0,4.0,24.831845,79.919855,Chhatarpur
Maison Casero Home Stay,Kochi,Kerala,Hotel,2.0,5.0,9.964735087723003,76.24395698279841,"H.NO. 1/1974 Kottavalappu, Fort Cochin"
Green Woods-Bethlehem Homestay,Kochi,Kerala,Homestay,3.0,4.5,9.956304,76.240601,"11/236A, Kurishingal House, Fort Cochin"
Lytton Hotel,Kolkata,WestBengal,Hotel,3.0,3.5,22.558555,88.352311,"14 & 14/1, Sudder Street"
Immanuel Homestay,Kochi,Kerala,Homestay,3.0,4.5,9.959848,76.244209,"1/1564 a, William P Manuel Road | Adjacent to K.B. Jacob Road, Near Chirattapalam - Sri Karthikeya Temple Junction, South Tharmarparambu, Fort Cochin"
The PGS Vedanta Hotel,Kochi,Kerala,Hotel,4.0,4.5,9.991738,76.288708,"A unit of PGS Inn Pvt. Ltd., Lissie Junction, Kaloor"
4U Resort,Kodaikanal,TamilNadu,Resort,3.0,3.0,10.268407,77.487084,"CRES, Attuvampatti"
OYO Premium Harish Mukherjee Road,Kolkata,WestBengal,Hotel,3.0,3.5,22.527752,88.343579,"Hotel Aston International, 75 Harish Mukherjee Road, Bhawanipur, Near Harish Park Kolkata"
Royal Residency,Kochi,Kerala,Hotel,3.0,3.5,10.0188821,76.3499889,"Infopark road, Kakkanad, Ernakulam (Dist)"
Suba Krishmaa Residency,Kodaikanal,TamilNadu,Hotel,2.0,3.5,10.244349,77.499286,"MM Road, Near Zion School"
Karkare Holiday Home,Kolhapur,Maharashtra,Hotel,3.0,0.0,16.657796,74.242768,"30, Ashtvinayak Nagar, HSG Society, Pachgaon, Near Rk Nagar"
Hotel Mount View,Kodaikanal,TamilNadu,Hotel,3.0,2.5,10.239661,77.496153,Laws Ghat Road Close to Zion School
Simi International FD 339,Kolkata,WestBengal,Hotel,2.0,4.5,22.582572,88.413001,"FD-339, Sector - 3, Salt Lake City, Near Tank No. 11,"
Vista Rooms At Station Road,Kolhapur,Maharashtra,Hotel,3.0,0.0,16.704582,74.243778,"Station Road, Shahupuri, Near S T Bus Stand"
Hotel Jotiba,Kolhapur,Maharashtra,Hotel,2.0,4.0,16.705426,74.261427,Kolhapur
Hotel Rudraksha Palace,Kausani,Uttaranchal,Hotel,2.0,4.5,29.862442,79.600883,"Near Tea Garden, Baijnath Road, Kausani"
Spice Heritage,Kochi,Kerala,Hotel,3.0,3.5,9.960356,76.254919,"5/712, Gujarathi road, Opp. Jalaram Dham Temple, Mattancheri"
The Classik Fort,Kochi,Kerala,Hotel,3.0,4.5,9.943846,76.335301,"Gandhi Square, Poonithura"
Kodai Retreat,Kodaikanal,TamilNadu,Hotel,2.0,4.0,10.243844,77.488036,"#55 Edistone Compound, Convent Road"
Hotel Diplomat,Kolkata,WestBengal,Hotel,2.0,2.5,22.558362,88.353008,10 Sudder Street
Hotel Flavours Inn,Kolkata,WestBengal,Hotel,2.0,3.5,22.542228,88.359987,6/3.A.J.C Bose Road
Kodai Misty Mountain,Kodaikanal,TamilNadu,Hotel,2.0,4.0,10.250325906976231,77.48658500611782,"Valley Side Cottage, Naidupuram"
Harbour View Residency,Kochi,Kerala,Hotel,3.0,3.0,9.956343,76.291951,Opp. Cochin Shipyard
Simi International FE 170,Kolkata,WestBengal,Hotel,2.0,0.0,22.580515311253404,88.4161488711834,"FE 170, Sector 3, Saltlake City, Near Joydip Tennis Academy"
Pratiksha Himalayan Retreat,Kausani,Uttaranchal,Hotel,4.0,4.5,29.8462563,79.6095803,"Baijnath Road , View Point"
Coral Residency GD 206,Kolkata,WestBengal,Hotel,2.0,0.0,22.577485,88.418692,"GD 206, Salt lake, Sec-3, near Tank no 12, GD market, in the lane of homeopathy medical store"
Fort Manor,Kochi,Kerala,Hotel,2.0,4.5,9.967344,76.244784,"D.No:1/ 508A2 / 508 A3, Nr. Fort Kochi Bus Stand, K.B. Jacob Road, Fort Kochi"
Kodai International,Kodaikanal,TamilNadu,Hotel,3.0,4.0,10.241686,77.497902,"17,328, Lawsghat Road"
Hotel OG Kanthari,Kochi,Kerala,Hotel,3.0,4.0,9.935414,76.317542,"NH 47 Bypass, kundanoor JN, Maradu PO, 11/588 A"
NexGen Guest House AN Flat 4A,Kolkata,WestBengal,Guest House,2.0,0.0,22.583642,88.434335,"AN Flat 4A, Saltee Plaza, Sector-V, Near Sluice Gate & Ranbaxy Laboratory"
Adams Wood House,Kochi,Kerala,Hotel,2.0,4.0,9.950575,76.256146,"Behind Saga, Andy Achari Road, Paravana Junction, Fort Kochi"
Mishra Residency FF 10,Kolkata,WestBengal,Hotel,1.0,0.0,22.578313856070864,88.42214559670083,"FF-10, Fourth Avenue, Sector 3, Salt Lake"
Kimansion,Kochi,Kerala,Hotel,2.0,3.5,9.963435,76.238768,"Napiers Street, Opp. St. Andrews Parish Hall, Fort Cochin"
Hotel Eden Garden,Kochi,Kerala,Hotel,3.0,4.5,9.842966,76.412412,"KANJIRAMATTOM (PO), CHALAKKAPPARA, KTM ROAD."
Vista Rooms At Shivaji Park,Kolhapur,Maharashtra,Hotel,3.0,0.0,16.705746,74.247526,"517/A-1, Station Road, Shivaji Park"
Holiday Hotel Cherai,Kochi,Kerala,Hotel,3.0,4.5,10.14368,76.191397,"Munambam Road, Cherai, Ernakulam Dist."
OYO Rooms Near Kolhapur Railway Station,Kolhapur,Maharashtra,Hotel,3.0,4.0,16.705095,74.2442215,"Hotel Atria, 204, E-Ward Station Road"
Greenland Villas,Kodaikanal,TamilNadu,Hotel,2.0,3.0,10.233933,77.513051,"Shenbaganur,Dindugal Dist"
Malabar Illam,Kochi,Kerala,Hotel,3.0,3.5,9.981008,76.317346,"NH Bye Pass Road, Chalikkavattam, Vyttila"
North Centre-Near North Railway Station,Kochi,Kerala,Hotel,3.0,5.0,9.9920080326315,76.28747027367353,"SRM road,near north railway station entrance"
Quasar Guest House,Kolkata,WestBengal,Guest House,1.0,0.0,22.584888,88.450364,"Plot No 207, AC Block(Newtown), Action Area I, Newtown, Near DLF 1"
STARiHOTELS Temple View Khajuraho,Khajuraho,MadhyaPradesh,Hotel,2.0,0.0,24.8529605,79.9232273,"Opposite Western group of Temple, 471606 Khajuraho, India\r\n"
The HHI Kolkata,Kolkata,WestBengal,Hotel,4.0,3.5,22.541009,88.350479,235 1 A J C Bose Road
Hotel Gupta Palace,Katra,JammuandKashmir,Hotel,2.0,3.5,32.99106525935011,74.93557262427203,"Hospital Road, Katra (Vaishno Devi)"
Anadiyil Leela Krishna Inn,Kochi,Kerala,Hotel,2.0,0.0,9.966348,76.288663,"KalthilParambil Cross Road, Near Valanjambalam Ernakulam South"
Hotel Kodai Inn,Kodaikanal,TamilNadu,Hotel,2.0,2.5,10.238084,77.492419,"Ugarthe nagar Bus Stop, Laws Ghat Road"
Hotel Jai,Kodaikanal,TamilNadu,Hotel,3.0,4.0,10.242518,77.48603,Llyods Road
Little Green Apartment- Fort Oasis,Kolkata,WestBengal,Hotel,1.0,0.0,22.52315957377501,88.35663517937064,"36 B, Panditia Road, Near Garihat Triangular Park, Fort Oasis Building, Block 4, Apt-401"
Treebo Orion West Willows,Kolkata,WestBengal,Hotel,3.0,0.0,22.54197,88.361098,"2, West Range, Near Tata Motor lexus Showroom, Beck Bagan."
Gokulam Park Hotel & Convention Center,Kochi,Kerala,Hotel,4.0,0.0,9.994043,76.29054,"Opp PVS Memorial Hospital, Kaloor"
Akshay Homestay,Kochi,Kerala,Homestay,3.0,0.0,9.89938730582532,76.31398558616638,"padassery house,, near kannamaly church"
Ceylon Bake House - MG Road,Kochi,Kerala,Hotel,2.0,3.5,9.96687,76.286152,"Jose Junction, M.G.Road, Ernakulam"
Fort Khejarla,Khejarla,Rajasthan,Hotel,4.0,4.5,26.328112,73.680603,"VPO-Khejarla, Via Pipar City ,Jodhpur."
Hotel Landmark,Kolhapur,Maharashtra,Hotel,1.0,3.5,16.70483993268709,74.24102626740932,"5th & 6th Floor,Amatya Tower,Dabholkar Corner"
Mishra Residency BH 123,Kolkata,WestBengal,Hotel,2.0,0.0,22.59458164213816,88.4245602786541,"BH 123, Sector II Near Tank No 7 Salt Lake City"
Hotel Krishna Mountview,Kausani,Uttaranchal,Hotel,3.0,4.0,29.8445572,79.5982803,Distt Bageshwar Kausani
OYO Rooms Diamond Harbour Road,Kolkata,WestBengal,Hotel,3.0,0.0,22.457002,88.304829,"Plot No. 8A, Diamond Harbour Road, Thakurpukur, 3A Bus Stand"
Hotel Elite Palazzo - Airport Hotel,Kochi,Kerala,Hotel,3.0,4.0,10.189781,76.3863823,"Bank Junction, NH-47 Bye Pass, Angamaly"
The Carlton,Kodaikanal,TamilNadu,Hotel,5.0,4.5,10.234481,77.488581,Lake Road
Hotel Arches,Kochi,Kerala,Hotel,3.0,4.5,9.967149,76.242089,"1/341, Rose Street, Next to St. Francis Church, Fort Cochin"
Hotel Fort Queen,Kochi,Kerala,Hotel,3.0,4.0,9.952406,76.248826,"Pandikuddy, Manthra Road"
Hotel Sahil,Katra,JammuandKashmir,Hotel,3.0,3.5,32.990634,74.927905,Jammu Road
Hotel Taj Chandela,Khajuraho,MadhyaPradesh,Hotel,5.0,4.0,24.841712,79.922914,District Chhatarpur
Sunrise Hill Resort,Khandala,Maharashtra,Resort,2.0,3.0,18.757252,73.369627,"Plot #51, Hill Top Colony, Near Govt.Rest House, Khandala,"
Hotel Hills Park - Airport Hotel,Kochi,Kerala,Hotel,2.0,2.0,10.195071,76.386341,"Near KSRTC Bus Stand, Angamaly, Ernakulam"
Hotel Shree Palace,Katra,JammuandKashmir,Hotel,2.0,4.0,32.988326,74.936266,"Railway Road, Katra 182301, India"
The Lindsay,Kolkata,WestBengal,Hotel,3.0,3.5,22.559048,88.353193,"8A & 8B, Lindsay Street, Taltala"
Sea Star Beach Homes,Kochi,Kerala,Hotel,2.0,4.0,10.139778,76.179287,"Main Junction Cherai Beach, Vypin Island, Ernakulam, Cherai Beach"
Hotel SM Regency - Walkable from ERS Junction,Kochi,Kerala,Hotel,3.0,4.0,9.967247,76.287069,"Nettippadam Road, Off MG Road"
Tea Bungalow,Kochi,Kerala,Hotel,3.0,4.5,9.9628907,76.245836,"1/1901, Kunnumpuram, Fortkochi"
Rushabh Home Guest House,Kolkata,WestBengal,Guest House,2.0,3.5,22.54851,88.352171,"6A, Middleton Street"
New Thakur Guest House,Katra,JammuandKashmir,Guest House,1.0,3.0,32.990062779990474,74.92704105403391,"Jammu Road, Near Amar Cinema Hall, Katra , India"
OYO Premium Salt Lake Stadium,Kolkata,WestBengal,Hotel,3.0,0.0,22.569019,88.404546,"35 Z, Radha Madhav Dutta Garden Lane, Opp Salt Lake Stadium, VIP gate on EM Bypass Road"
Best Inn Guest House,Kolkata,WestBengal,Guest House,1.0,0.0,22.56223489372893,88.35371842145832,"6A, S. N. Banerjee Road, Fatnani Chamber, Gate No: 2, Above Aminia Hotel (Near New Market)"
"Kamala Inn, Dankuni",Kolkata,WestBengal,Hotel,2.0,3.5,22.679416,88.300455,"T.N. Mukherjee Road, Dankuni"
Ambica Stella Plaza,Katra,JammuandKashmir,Hotel,2.0,3.0,32.99005738027735,74.92848086363665,"Vaishno Devi, Katra 182301, India"
Hotel Phool Mahal Palace,Kishangarh,Rajasthan,Hotel,4.0,4.0,26.571657,74.874411,"Phool Mahal Palace,Old City Kishangarh"
Daffodils Spice Court,Kochi,Kerala,Hotel,3.0,5.0,9.955779,76.259495,"AB Salem road, Jew town, Mattancherry"
Hot Deal 5 Star Resort Near Airport,Kochi,Kerala,Resort,5.0,0.0,10.161776,76.384451,Near Airport
OYO Apartments Tangra Kolkata,Kolkata,WestBengal,Hotel,3.0,0.0,22.544951,88.385874,"98, Flat No. 604, 6th Floor, Brindavan Garden Building No. A-1 Christopher Road, Tangra Kolkata"
Hotel Park Avenue,Kochi,Kerala,Hotel,2.0,3.5,9.967075,76.242798,"Princess Street, Fort Cochin"
Travancore Court,Kochi,Kerala,Hotel,4.0,4.0,9.9672433,76.2850732,"Warriam Road, Ernakulam"
Vista Rooms at Warrium Rd,Kochi,Kerala,Hotel,3.0,0.0,9.967222,76.288506,"Travancore Court, Warriam Road,, Pallimukku, Ernakulam"
OYO Premium Nibav Road Kodaikanal,Kodaikanal,TamilNadu,Hotel,3.0,4.0,10.2487139,77.4892518,"JC Residency, Plot no. - (188-3)-1 Convent Road, Naidupuram"
NM Royale County,Kochi,Kerala,Hotel,3.0,3.5,9.957544,76.355887,"KRL Road, Tripunithura"
The Lagoona Resort-An ECOTEL Hotel,Lonavala,Maharashtra,Hotel,4.0,3.5,18.771918,73.40575,"Address: S No. 55, Tungarli, Lonavala - 410403. Pune Dist."
Ladakh View Home Stay,Leh,JammuandKashmir,Hotel,3.0,4.0,34.165561774333455,77.58824515349261,"Old Leh, Leh Palace Road, Ladakh"
Hotel Namra,Leh,JammuandKashmir,Hotel,2.0,4.5,34.325846,76.995309,Temisgam –leh ladakh
STARiHOTELS Taluka Maval Lonavala,Lonavala,Maharashtra,Hotel,3.0,0.0,18.760575,73.438638,"Near Wax Mueseum, Opp.Old Mumbai Pune Highway, Toll Plaza Varsoli"
Hotel Royal Palace,Leh,JammuandKashmir,Hotel,3.0,4.0,34.154068,77.577145,"Old Road Sheynam, Leh Ladakh , J&K"
Novotel Kolkata Hotel and Residences,Kolkata,WestBengal,Hotel,5.0,4.5,22.579679,88.461768,"CF 11 Action Area 1C,New Town Rajarhat"
Sea Flower Beach Resort,Kovalam,Kerala,Resort,2.0,4.0,8.384136,76.980253,"Light House Road, Vizhinjam P.O"
STARiHOTELS Bus Stand Katghora,Korba,Chhattisgarh,Hotel,1.0,0.0,22.511624,82.544242,"New bus stand, National Highway 111, Katghora"
Hotel Crossroad,Lucknow,UttarPradesh,Hotel,2.0,2.5,26.764802,80.917804,"C1/18, Shaheed Path, Transport Nagar, Lucknow, Near Skoda Showroom"
Mohan Hotel,Lucknow,UttarPradesh,Hotel,3.0,3.0,26.83584,80.924164,"Charbagh, Near Railway Station"
Ashtamudi Villas,Kollam,Kerala,Hotel,2.0,5.0,8.906651,76.582899,"Near Kadavoor Church, Nambarath Junction"
Kumbhalgarh Safari Camp,Kumbhalgarh,Rajasthan,Hotel,2.0,4.5,25.149626,73.582456,"Post - Kelwara, Kumbhalgarh"
Hotel Sonar Bangla,kolaghat,WestBengal,Hotel,2.0,4.0,22.57365219112668,88.18772356957197,"Naupala, Orphuli, P.S.-Bagnan"
Hotel Green Park,Kumbakonam,TamilNadu,Hotel,3.0,3.0,10.961175737224329,79.383829459548,"No. 10, Lakshmi Vilas Street"
Kanjirakkattu Heritage Home,Kottayam,Kerala,Hotel,3.0,4.5,9.602507,76.523643,"Panayakazhippu Road, Nagampadom, Kottayam -1"
JC Hotel,Lucknow,UttarPradesh,Hotel,1.0,4.0,26.875441,80.935874,"8th Cross Opp. Hari Shagun Near Ram Krishna Math ,Nirala Nagar, Lucknow"
The Apricot Tree Hotel,Leh,JammuandKashmir,Hotel,3.0,5.0,34.29869210179362,76.99259921908379,"Village Nurla, Leh - Srinagar Highway, Ladakh"
Westway Hotel,Kozhikode,Kerala,Hotel,4.0,3.5,11.278417,75.772122,Kannur Road
Surya Continental Hotel,Lucknow,UttarPradesh,Hotel,2.0,0.0,26.797264,80.89183,"Swatika City, Ahmamau, Sultanpur Road"
